62.161.152.*,29.199.235.177,Block
237.203.188.18,72.253.70.*,Block
55.221.103.182,143.81.227.64,Block
218.114.92.126,152.133.37.54,Block
192.77.102.*,54.72.*.*,Block
187.244.0.127,13.18.*.*,Block
90.143.151.*,101.120.*.*,Block
142.231.167.*,203.89.177.16,Block
*.*.*.*,59.111.39.109,Block
218.32.62.178,38.243.13.102,Block
231.191.31.*,102.39.219.76,Allow
148.103.127.66,103.101.139.*,Block
5.127.216.*,215.6.77.53,Block
219.117.187.227,228.71.29.151,Block
80.9.194.234,183.242.255.*,Block
165.*.*.*,53.184.66.*,Block
217.206.194.147,17.104.146.*,Block
166.130.11.30,201.109.5.226,Block
64.150.107.*,60.69.204.55,Block
75.69.225.179,33.*.*.*,Block
221.36.53.*,42.10.160.15,Block
39.54.12.55,96.97.*.*,Block
9.156.10.*,50.88.239.122,Block
244.61.*.*,14.20.86.158,Block
172.244.1.241,*.*.*.*,Block
248.140.148.132,43.30.139.254,Block
111.*.*.*,128.153.*.*,Block
207.*.*.*,230.157.90.*,Block
49.*.*.*,183.206.136.*,Block
238.44.168.*,87.3.63.21,Block
240.228.228.143,227.112.45.183,Block
42.234.253.120,210.81.179.*,Allow
32.223.12.*,42.191.7.181,Block
3.34.*.*,196.86.60.78,Block
244.63.168.62,66.*.*.*,Block
32.44.*.*,64.192.*.*,Block
198.180.160.106,239.96.56.147/11,Block
237.14.11.165,16.144.170.244/4,Block
196.93.225.*,183.17.66.*,Block
179.46.144.22,39.127.80.*,Block
233.213.73.*,101.113.142.108,Block
218.111.76.*,81.247.211.*,Block
84.200.41.185,128.*.*.*,Block
181.82.180.*,*.*.*.*,Block
89.185.*.*,55.99.23.237,Block
25.192.125.37,113.75.4.195,Block
25.163.*.*,218.232.93.203,Block
116.24.95.178,118.75.242.111,Block
95.75.89.0,222.106.130.*,Block
162.93.208.73,218.24.116.57,Block
126.112.39.217,97.89.42.84,Block
216.223.58.114,42.119.199.140,Block
143.18.6.55,78.93.24.97,Block
201.20.162.181,126.236.17.253,Block
205.4.205.138,239.215.17.32,Block
9.7.140.*,92.73.207.137,Block
93.247.3.*,158.154.6.145,Block
149.199.26.*,61.116.*.*,Block
105.253.238.253,59.214.30.*,Block
182.186.175.23,172.*.*.*,Allow
181.223.230.122,230.151.185.242,Allow
127.215.208.254,48.212.148.*,Block
40.66.0.*,127.154.210.243,Block
102.144.5.141,202.14.9.129,Block
73.147.21.12,139.*.*.*,Block
196.226.28.11,146.92.231.*,Block
131.30.155.*,193.210.97.182,Block
236.41.28.38,17.148.*.*,Block
70.104.168.159,202.109.76.*,Block
14.21.121.94,170.70.30.159,Block
157.229.248.234,105.171.74.217/14,Block
175.101.223.*,110.187.85.135,Allow
190.178.189.*,139.*.*.*,Block
28.*.*.*,85.182.73.*,Block
48.221.212.222,58.36.78.18,Allow
132.24.232.165,*.*.*.*,Allow
233.147.109.*,110.200.54.250,Allow
91.222.199.232,160.17.111.99,Block
162.196.*.*,100.166.238.32,Block
254.199.253.*,232.58.*.*,Block
40.219.23.75,148.223.133.27,Block
119.78.86.161,27.206.61.8,Block
184.160.148.20,105.14.30.151,Block
104.*.*.*,*.*.*.*,Block
51.249.103.144,164.155.211.*,Block
24.238.90.*,192.122.178.236,Block
83.16.35.101,22.233.*.*,Block
132.235.159.*,177.*.*.*,Block
82.*.*.*,239.145.*.*,Allow
135.189.216.128,31.8.131.*,Allow
160.159.211.*,157.239.19.117,Block
94.213.*.*,194.72.109.*,Allow
139.222.160.*,90.202.244.18,Allow
157.46.184.94,97.167.206.174,Block
113.146.*.*,189.*.*.*,Allow
197.212.190.172,148.231.102.157,Block
85.205.136.83,116.72.16.76,Block
230.46.56.30,102.199.209.*,Allow
28.64.122.1,94.80.2.222,Block
242.*.*.*,238.11.69.108,Block
19.130.163.40,164.86.102.72,Block
253.38.178.165,79.164.250.0,Block
186.118.48.*,146.173.237.*,Block
148.*.*.*,110.58.*.*,Block
250.239.*.*,212.51.85.191,Block
242.106.96.*,159.114.99.227,Allow
113.207.63.*,211.*.*.*,Block
3.180.123.238/8,*.*.*.*,Block
186.183.144.*,253.211.243.10,Block
224.87.242.18,129.83.110.*,Block
199.55.175.*,231.234.82.*,Block
250.224.*.*,192.113.134.*,Block
83.41.26.190,241.244.141.*,Block
29.157.*.*,158.216.*.*,Block
91.28.169.*,110.77.132.147,Block
171.2.*.*,116.225.*.*,Block
251.112.223.*,182.79.109.56,Block
232.4.89.204,244.249.3.61,Block
215.*.*.*,216.161.226.42,Block
21.38.32.41,90.79.242.52,Allow
209.109.200.*,52.149.203.0,Allow
161.79.229.98,122.78.3.236,Allow
19.83.59.*,206.146.140.194,Block
60.220.203.*,81.177.81.7,Block
204.104.23.102,100.222.*.*,Block
128.249.197.252,58.*.*.*,Allow
61.174.248.*,178.5.190.*,Block
59.169.241.244,120.120.83.*,Block
12.109.5.235,169.157.17.123,Block
22.207.196.233,174.2.18.*,Block
59.96.68.*,224.225.9.136,Block
114.172.*.*,142.159.220.88,Allow
32.66.*.*,*.*.*.*,Allow
191.*.*.*,35.129.162.*,Block
197.163.196.*,150.223.130.*,Block
231.254.243.*,3.245.39.*,Block
170.9.*.*,231.230.135.31,Block
100.103.160.10,194.29.89.100,Block
30.158.182.*,15.58.3.*,Block
*.*.*.*,147.140.114.*,Block
56.157.229.152,154.222.165.173,Block
14.117.31.*,161.74.186.24/21,Block
144.183.*.*,1.151.*.*,Allow
142.2.1.*,105.101.71.154,Block
248.91.234.228,246.101.168.*,Block
215.*.*.*,206.153.156.12,Block
135.216.250.79,141.123.183.195,Block
15.157.*.*,18.167.193.*,Block
248.182.17.119,161.211.*.*,Block
242.42.133.87,62.186.*.*,Block
121.95.*.*,30.103.16.*,Block
215.155.249.*,224.*.*.*,Block
29.131.253.236,4.42.12.140,Allow
77.36.44.112,149.207.37.214,Block
144.20.93.111,147.151.189.*,Block
74.161.1.*,132.115.*.*,Allow
128.*.*.*,243.73.140.116,Block
209.190.27.98,22.*.*.*,Allow
213.222.215.*,47.*.*.*,Block
213.*.*.*,128.61.*.*,Block
164.230.167.*,2.1.*.*,Block
194.200.57.52,197.246.176.*,Block
42.192.186.135,178.55.167.71,Block
243.228.91.*,157.*.*.*,Block
54.197.4.181/13,101.222.117.*,Block
88.150.172.244,155.105.61.87,Block
46.125.69.*,248.135.227.187,Allow
85.212.228.*,232.192.184.*,Block
216.153.*.*,84.*.*.*,Block
252.126.*.*,227.67.13.89,Allow
103.201.238.*,12.5.193.50,Block
184.164.160.48,173.67.*.*,Block
168.209.101.23,179.248.61.*,Block
43.192.*.*,34.221.230.130,Allow
33.55.204.56,61.41.199.252,Block
82.203.*.*,222.97.218.87,Allow
30.226.23.48,130.*.*.*,Block
167.241.21.64,209.49.54.53,Block
145.38.*.*,121.*.*.*,Allow
92.182.180.*,195.92.151.*,Block
79.*.*.*,222.158.*.*,Block
23.40.186.41,171.38.164.*,Block
158.151.147.51,233.*.*.*,Block
217.87.110.203,201.202.157.162,Block
*.*.*.*,225.*.*.*,Block
182.204.*.*,*.*.*.*,Allow
147.231.237.110,47.111.0.*,Block
156.*.*.*,186.44.9.*,Allow
204.237.156.3,31.54.107.232,Block
30.38.169.183,49.*.*.*,Block
221.252.1.198,129.67.*.*,Allow
76.144.127.*,104.237.156.44,Block
41.241.*.*,144.114.249.134,Block
84.107.105.*,97.195.154.138,Block
63.*.*.*,69.34.146.134,Block
168.104.*.*,208.47.120.136,Allow
14.153.162.52,233.122.245.100,Block
33.116.188.205,162.143.145.*,Block
38.*.*.*,138.48.88.*,Allow
205.21.133.198,143.22.89.235,Block
184.31.159.*,194.111.125.158,Block
105.238.142.98,165.213.165.*,Block
54.99.73.129,57.63.14.195,Block
190.74.7.91,149.208.187.235/21,Block
161.*.*.*,252.97.139.82,Allow
134.76.205.*,241.106.*.*,Block
112.116.*.*,233.146.134.83/1,Block
78.30.71.65,251.90.171.214,Block
39.9.231.54,113.210.167.172,Block
94.154.49.131,170.*.*.*,Allow
19.69.230.*,111.112.53.116,Block
211.*.*.*,244.*.*.*,Block
244.0.129.251,*.*.*.*,Allow
117.124.193.*,241.96.18.240/1,Allow
254.187.*.*,96.27.186.*,Allow
209.90.116.*,20.58.174.57,Block
185.240.26.125,36.67.190.*,Block
164.187.161.*,23.188.202.*,Block
251.184.231.118,229.174.8.138,Allow
128.194.41.138,252.198.165.118,Allow
169.178.112.16,159.50.239.104/24,Block
78.3.27.*,212.240.177.72,Block
247.185.203.44,237.*.*.*,Block
51.192.238.64,253.13.159.229,Block
89.127.214.*,187.9.83.*,Block
2.157.92.*,90.42.140.*,Allow
96.126.216.*,6.239.190.*,Block
203.77.53.*,19.85.221.113,Allow
102.244.190.*,221.138.2.*,Block
89.248.222.140,93.78.*.*,Block
81.*.*.*,223.224.147.25,Block
93.151.171.115,236.222.69.14,Block
98.7.67.197,98.191.75.1,Allow
31.57.*.*,151.240.*.*,Block
133.255.85.*,58.235.21.91,Allow
207.167.35.*,95.111.97.*,Block
90.17.146.*,192.177.167.212,Block
53.193.*.*,*.*.*.*,Block
205.*.*.*,232.107.127.209,Block
166.188.143.113,169.107.160.185/1,Allow
207.152.21.79,227.223.45.73,Block
222.45.191.219,19.123.242.187,Block
31.203.145.223,128.178.239.*,Block
140.219.*.*,220.191.198.50/15,Allow
129.149.241.100,212.*.*.*,Block
25.*.*.*,236.78.*.*,Allow
248.199.215.14,116.156.235.17,Block
109.163.*.*,232.157.136.*,Block
236.237.*.*,37.118.215.139,Block
121.185.216.4,20.22.*.*,Block
99.73.*.*,36.60.197.208,Block
*.*.*.*,212.115.147.231,Allow
168.52.252.104,37.*.*.*,Allow
187.120.21.*,250.88.51.89,Block
253.204.72.152,45.124.131.196,Block
53.41.94.107,114.191.95.55,Block
230.207.85.*,188.114.9.*,Block
196.114.82.*,47.161.6.77,Block
111.114.239.17/17,*.*.*.*,Block
85.*.*.*,195.5.252.73,Block
31.114.*.*,201.109.213.152,Block
19.53.114.141,243.22.189.254,Block
26.223.224.96,134.150.52.*,Block
179.180.*.*,17.141.49.19,Block
203.153.20.165,254.154.193.164,Allow
88.113.139.154,207.199.*.*,Block
101.226.149.14,42.181.225.129,Block
236.207.*.*,230.117.226.20,Block
185.140.148.62,122.148.*.*,Block
214.*.*.*,18.105.133.*,Block
6.31.226.60,219.144.198.79/15,Allow
152.171.132.31,45.226.53.*,Block
190.79.*.*,194.121.114.165,Block
112.218.13.*,17.207.48.*,Allow
156.23.19.167,246.119.33.150,Block
136.73.155.*,80.249.163.195,Allow
27.196.187.13,234.71.*.*,Allow
60.130.54.225,39.58.*.*,Block
89.145.194.156,46.206.189.217,Block
115.73.64.181,115.31.157.188,Allow
101.31.186.200,75.26.159.*,Block
236.253.*.*,24.*.*.*,Block
243.114.201.85,218.54.81.*,Block
216.*.*.*,111.203.32.183,Block
170.11.140.114,91.61.159.243,Block
201.68.249.99,233.228.144.113,Block
201.29.7.41,136.130.37.*,Block
203.120.171.40,191.*.*.*,Allow
248.238.248.204,249.142.115.83,Block
26.136.133.*,93.44.78.*,Block
9.*.*.*,190.111.13.67,Block
20.133.236.219,*.*.*.*,Block
45.55.236.55,78.204.111.7,Allow
209.254.*.*,197.58.124.173,Block
56.236.158.1,9.29.82.108,Block
82.*.*.*,176.104.*.*,Block
57.42.17.161,218.14.216.180,Allow
25.142.21.229,202.67.25.*,Block
24.10.41.208,158.252.241.109,Allow
183.205.2.238,13.136.205.*,Block
186.208.67.212,76.*.*.*,Block
137.97.129.*,121.50.151.56,Block
154.82.15.252,145.53.165.66,Block
139.46.64.34,101.227.132.*,Block
123.75.*.*,173.35.65.240,Block
18.*.*.*,75.76.154.151,Block
138.227.35.80/17,215.182.151.225,Block
162.171.193.55,7.211.5.*,Allow
110.200.116.*,192.184.114.34,Block
2.68.123.255,61.220.82.154,Block
26.109.*.*,105.223.146.*,Block
149.*.*.*,209.*.*.*,Block
146.37.38.217,55.14.96.*,Block
255.158.20.74,108.238.101.*,Block
74.*.*.*,173.165.*.*,Block
197.135.*.*,7.20.235.48,Allow
227.154.183.*,134.187.250.*,Block
217.31.37.10,250.84.89.147,Block
78.244.*.*,146.32.*.*,Block
243.155.150.103,213.146.33.17,Allow
93.192.89.56,56.236.233.43,Block
141.54.73.248,52.158.*.*,Block
114.205.158.*,245.162.25.*,Block
24.246.209.*,170.190.*.*,Block
73.62.245.71,89.16.92.169,Allow
149.68.93.241,173.141.208.164,Block
201.157.128.181,43.169.155.30,Allow
240.111.*.*,197.194.*.*,Block
243.180.130.78,190.193.212.171,Block
235.83.2.107,62.203.170.97,Block
*.*.*.*,42.97.199.*,Block
40.49.26.*,42.214.153.149,Block
225.88.87.73,118.22.202.178,Block
147.23.191.12,151.234.11.77,Block
131.214.67.*,183.253.248.11,Block
53.49.91.196,49.239.*.*,Allow
154.83.87.*,225.183.53.98,Block
182.7.166.81,169.87.49.*,Block
197.248.210.81,117.9.110.*,Block
6.34.*.*,254.143.99.15,Block
210.218.23.235,107.126.165.68,Block
158.252.*.*,6.148.238.95,Block
30.140.175.184,25.15.7.*,Block
91.138.182.13,228.94.53.*,Allow
254.192.56.142,100.*.*.*,Block
107.57.177.*,193.*.*.*,Block
100.45.198.*,48.192.*.*,Block
104.151.95.99,143.224.166.183,Block
123.189.92.*,34.221.64.250,Block
110.205.*.*,139.81.*.*,Block
80.77.248.252,83.60.*.*,Block
237.223.*.*,42.78.*.*,Block
126.11.68.141,55.179.115.72,Allow
143.119.47.206,80.179.243.*,Block
142.22.59.*,202.155.219.*,Block
91.161.172.11,41.138.192.*,Block
117.42.198.42,217.180.*.*,Block
167.170.143.181,202.216.21.15,Block
36.32.*.*,91.20.109.164,Allow
*.*.*.*,121.186.*.*,Block
124.*.*.*,48.123.122.233,Block
194.*.*.*,152.181.*.*,Block
111.180.34.112,152.179.223.13,Block
71.92.225.189,31.*.*.*,Block
79.167.88.226,112.0.190.211,Block
248.11.63.*,228.222.153.9,Block
190.163.55.214,*.*.*.*,Block
32.156.202.*,18.116.238.28,Block
231.22.39.33,75.143.37.170,Block
229.213.47.77,14.19.201.1,Block
92.123.42.158,217.52.27.151,Block
238.239.228.200,200.195.244.*,Block
173.152.45.142,103.*.*.*,Block
187.54.160.231/10,50.195.68.230,Block
*.*.*.*,113.34.*.*,Block
137.194.30.97,228.21.175.74,Block
155.18.112.*,199.208.36.246,Block
32.160.124.78,*.*.*.*,Block
218.44.220.230,172.58.*.*,Allow
189.236.228.8,14.*.*.*,Block
201.254.51.166,*.*.*.*,Block
151.58.125.55,221.59.201.93,Allow
209.182.74.*,241.216.85.41,Block
3.62.84.14,110.36.167.175,Block
76.213.70.143,187.43.215.228,Block
49.217.255.111,106.185.231.*,Block
70.45.*.*,168.*.*.*,Allow
209.199.137.156,215.43.242.*,Block
226.*.*.*,50.70.196.*,Block
42.244.83.148,103.39.*.*,Block
244.248.13.*,118.242.128.153,Block
89.208.60.*,191.121.86.21,Block
213.158.250.*,80.211.39.195,Block
152.101.24.69,178.84.183.63,Block
15.26.35.*,15.116.70.*,Allow
17.*.*.*,49.33.101.171,Block
122.176.31.246,36.62.190.*,Block
112.28.172.*,223.207.177.40,Block
108.174.143.41,2.8.18.186,Allow
112.224.157.150,40.147.242.*,Block
126.150.236.79,129.*.*.*,Block
126.156.97.185,162.1.10.12,Allow
182.134.*.*,163.239.106.10,Block
88.159.4.*,139.124.122.*,Block
184.67.*.*,56.154.7.122/3,Block
99.101.37.101/23,*.*.*.*,Block
211.173.*.*,204.*.*.*,Block
234.91.110.226,163.125.214.*,Block
57.*.*.*,213.14.112.*,Block
118.147.247.69,13.147.37.40,Block
133.190.13.14,30.221.56.241,Block
47.53.151.*,49.247.8.233,Allow
118.11.66.240,167.195.239.195,Block
196.144.181.99,206.*.*.*,Block
244.64.*.*,16.216.134.22,Block
142.162.234.*,1.213.158.76/24,Block
87.133.230.47,3.218.146.132,Block
170.247.*.*,248.77.15.17,Block
180.93.*.*,111.46.187.94,Block
77.226.93.*,231.12.214.147,Block
22.*.*.*,199.243.13.5,Block
213.145.165.70,177.120.136.*,Block
221.157.*.*,214.21.55.196,Block
*.*.*.*,175.130.230.201,Block
153.204.127.219/3,131.142.245.*,Block
69.83.133.127,217.192.76.22,Block
248.203.*.*,129.210.68.201,Block
139.30.11.137,80.213.154.147,Block
140.241.163.*,174.73.120.192,Block
113.163.107.200,202.90.64.27,Block
215.87.13.*,221.197.53.171,Block
248.*.*.*,60.62.255.*,Block
134.179.49.116,237.251.134.247,Block
5.79.205.*,13.96.211.115,Block
133.92.214.39,167.97.30.*,Allow
23.213.234.*,95.*.*.*,Block
174.*.*.*,133.96.79.167,Block
126.116.163.48,203.205.33.136,Block
73.100.230.187,160.21.243.*,Block
138.85.224.177,93.124.123.*,Block
13.64.243.98,229.122.152.19,Block
172.46.182.*,155.22.118.*,Allow
53.237.52.*,115.134.38.*,Block
70.152.152.151,36.182.89.103,Block
107.46.252.109,55.71.254.10,Allow
104.155.82.164,123.234.64.30,Block
*.*.*.*,34.254.*.*,Allow
21.135.150.124,78.222.*.*,Block
216.227.*.*,213.222.171.45,Block
60.247.248.12,241.16.244.*,Block
255.86.6.*,222.98.203.233,Block
137.239.249.48,128.182.139.226,Block
180.20.193.116,76.43.*.*,Block
175.32.*.*,70.*.*.*,Block
15.25.89.30,109.19.246.*,Block
143.85.*.*,138.57.56.113,Block
136.37.45.37,244.220.238.42,Block
59.190.118.171,167.206.*.*,Block
44.171.*.*,138.65.191.183,Block
84.*.*.*,117.42.*.*,Block
222.194.133.135,166.111.22.129,Block
230.197.178.*,22.*.*.*,Block
46.50.136.224,140.123.134.*,Allow
170.*.*.*,20.10.41.*,Allow
161.12.35.*,199.44.*.*,Block
220.*.*.*,146.68.98.188,Block
44.126.203.223/2,157.19.53.254,Block
153.109.18.118,160.112.241.*,Block
49.156.158.58,155.240.*.*,Block
211.108.204.98,125.192.23.187,Allow
194.96.16.191,211.109.119.30,Block
12.35.120.*,220.139.147.*,Block
167.*.*.*,230.*.*.*,Block
157.31.123.*,225.*.*.*,Block
8.255.22.*,4.54.49.*,Block
118.177.*.*,164.*.*.*,Block
90.8.131.73,128.137.165.246,Block
182.*.*.*,140.*.*.*,Allow
160.194.196.199,158.130.72.*,Block
80.168.211.88,190.210.15.104,Block
221.226.6.*,41.93.110.54,Block
164.*.*.*,245.30.243.32,Block
39.187.247.*,227.81.161.*,Block
170.255.103.249,162.8.*.*,Block
255.35.*.*,23.20.224.12,Block
197.219.129.188,246.83.180.225,Block
37.183.167.*,85.187.62.40,Allow
196.*.*.*,129.243.82.*,Block
103.165.*.*,130.*.*.*,Block
73.137.*.*,245.234.90.7,Allow
38.89.*.*,112.115.218.241,Allow
104.252.142.193,203.95.208.253,Allow
136.17.31.203,13.66.11.200,Block
163.111.89.*,8.231.33.124,Block
246.32.213.87,203.147.221.*,Block
214.44.238.176,84.61.*.*,Block
91.198.*.*,171.*.*.*,Allow
200.82.134.*,142.169.158.142/11,Block
4.148.174.59,101.22.165.*,Block
158.76.*.*,207.243.80.*,Block
213.230.163.*,15.*.*.*,Block
*.*.*.*,108.101.135.93,Block
53.9.207.149,145.*.*.*,Block
234.51.18.158,87.116.165.*,Block
162.215.2.178,177.40.211.*,Block
212.239.138.*,132.41.161.121,Block
14.229.190.221,99.158.14.148,Block
64.14.87.90,74.220.137.*,Block
197.72.*.*,61.29.9.*,Block
216.252.84.160,105.170.252.*,Block
168.26.192.5,19.137.88.*,Allow
83.160.76.208,218.44.168.46,Block
189.23.85.*,222.*.*.*,Block
23.175.143.99,9.12.*.*,Block
97.124.201.*,50.*.*.*,Block
128.19.*.*,225.208.5.63,Block
148.184.82.108,194.230.56.170,Block
68.*.*.*,19.119.210.130,Block
139.116.238.*,*.*.*.*,Allow
163.40.*.*,239.*.*.*,Block
194.*.*.*,69.42.*.*,Block
30.33.202.125,69.81.*.*,Block
191.25.99.*,191.134.*.*,Block
158.15.162.200,113.28.121.*,Block
108.86.51.162,166.114.140.*,Block
142.*.*.*,211.100.114.*,Block
230.205.238.*,3.15.179.*,Block
94.50.245.*,210.*.*.*,Block
152.219.175.*,224.28.231.120,Block
250.15.44.*,100.219.6.248,Block
124.26.108.112,76.189.203.166,Block
247.134.91.55,123.252.161.118,Block
73.90.235.*,162.81.241.123,Allow
129.227.199.156,2.87.93.*,Block
58.250.168.*,228.107.99.26,Block
197.112.88.150,43.188.*.*,Block
22.182.69.49,149.182.245.1,Block
194.188.35.184,120.4.1.143,Block
34.*.*.*,207.230.*.*,Block
33.182.*.*,62.179.*.*,Block
150.153.114.231,13.199.*.*,Block
136.*.*.*,42.220.175.*,Allow
253.82.229.*,235.177.240.10,Block
194.202.68.131,13.200.100.*,Block
207.225.24.*,141.117.227.63,Block
222.241.*.*,200.162.188.*,Block
212.231.23.27,4.78.167.247,Allow
111.32.*.*,*.*.*.*,Block
251.69.59.*,2.183.*.*,Allow
237.31.210.32,243.10.54.*,Block
76.13.108.162/11,42.166.65.*,Block
158.102.59.*,233.148.130.136,Block
110.201.215.9,250.130.3.*,Block
*.*.*.*,244.158.250.8,Block
253.230.*.*,218.75.248.230,Block
64.*.*.*,186.150.27.104,Block
45.106.*.*,59.52.250.183,Allow
38.254.127.22,216.50.46.227,Block
191.0.212.*,157.41.159.108,Block
190.244.245.117,6.7.71.141,Block
103.210.95.109,5.116.86.58,Allow
103.31.211.55,*.*.*.*,Block
11.50.79.144,15.119.104.34,Allow
28.8.30.214,19.136.60.49,Block
136.89.127.*,5.164.*.*,Allow
20.13.22.*,5.162.*.*,Block
58.193.15.*,152.240.*.*,Block
83.237.250.230,60.79.*.*,Block
237.187.*.*,229.89.73.*,Block
71.36.216.108,141.68.92.128,Block
4.26.20.22,157.195.24.200/6,Allow
*.*.*.*,71.85.160.41,Block
73.223.39.170,138.62.*.*,Block
4.50.77.112,113.58.109.172,Block
89.115.124.232,19.144.43.*,Allow
239.214.237.7,95.221.*.*,Block
157.75.237.*,226.184.161.152,Block
20.39.41.*,46.218.*.*,Block
36.168.63.194,170.190.*.*,Block
31.146.115.*,*.*.*.*,Block
107.175.82.119,191.149.*.*,Allow
35.210.85.*,188.207.227.95,Block
123.57.38.*,79.122.49.55,Block
255.99.144.47,5.118.238.8,Allow
20.178.243.*,139.250.218.147/10,Block
96.109.9.82,12.206.246.186,Block
101.194.*.*,200.156.229.36,Block
254.108.46.234,227.109.*.*,Block
246.*.*.*,54.134.16.*,Block
48.128.*.*,11.189.112.65,Block
135.42.63.235,98.50.199.233,Allow
29.214.126.53,30.207.29.232,Allow
238.14.43.*,15.0.184.233,Block
233.92.232.90,2.245.*.*,Block
137.123.44.168,210.15.168.48,Block
234.159.*.*,1.112.94.*,Allow
77.40.11.141,19.209.192.26,Allow
42.180.126.*,31.24.8.*,Block
253.68.3.191,202.145.23.25,Block
176.204.235.192,87.152.135.68,Allow
105.19.143.*,79.202.147.86,Block
44.*.*.*,185.79.53.60,Block
88.40.225.221,163.48.169.160,Block
211.194.241.196,220.52.177.141,Block
229.195.33.125/16,188.255.173.*,Allow
146.*.*.*,30.255.194.246,Block
24.124.222.203,147.13.62.239,Block
201.*.*.*,111.18.*.*,Block
60.243.87.34,194.71.160.207,Block
250.0.12.229,243.51.25.*,Block
132.25.4.*,131.244.*.*,Block
127.*.*.*,119.*.*.*,Block
